,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS
145,Ken Bannister,/players/b/bannike01.html,1985,1991,FC,6,206cm,106kg,1960-04-01,0,0,0,0,253,5.9,3.5,0.4,48.8,0.0,49.2,48.8,8.9,0.6
146,Leandro Barbosa,/players/b/barbole01.html,2004,2017,G,13,190cm,87kg,1982-11-28,0,0,0,0,850,10.6,2.0,2.1,45.9,38.7,82.1,52.6,15.1,37.4
147,Steve Bardo,/players/b/bardost01.html,1992,1996,G,4,196cm,86kg,1968-04-05,0,0,0,0,33,2.2,1.8,1.3,32.9,10.0,69.6,33.5,8.1,-0.1
148,J.J. Barea,/players/b/bareajo01.html,2007,2020,G,13,178cm,81kg,1984-06-26,0,0,0,0,831,8.9,2.1,3.9,42.4,35.2,79.4,48.5,14.5,23.8
149,Andrea Bargnani,/players/b/bargnan01.html,2007,2016,FC,9,213cm,111kg,1985-10-26,0,0,0,0,550,14.3,4.6,1.2,43.9,35.4,82.4,48.6,14.4,18.9
150,Charles Barkley,/players/b/barklch01.html,1985,2000,F,15,198cm,114kg,1963-02-20,11,11,0,Hall of Fame,1073,22.1,11.7,3.9,54.1,26.6,73.5,55.8,24.6,177.2
151,Erick Barkley,/players/b/barkler01.html,2001,2002,G,1,185cm,80kg,1978-02-21,0,0,0,0,27,2.9,0.8,1.5,35.6,26.7,90.0,37.8,9.9,0.2
152,Harrison Barnes,/players/b/barneha02.html,2013,2020,F,7,203cm,102kg,1992-05-30,0,0,0,0,612,13.7,4.9,1.6,44.8,37.5,79.6,50.3,13.3,34.3
153,Matt Barnes,/players/b/barnema02.html,2004,2017,F,13,201cm,102kg,1980-03-09,0,0,0,0,929,8.2,4.6,1.8,43.6,33.5,74.5,51.3,12.7,42.8
154,Andre Barrett,/players/b/barrean01.html,2005,2008,G,3,178cm,78kg,1982-02-21,0,0,0,0,67,3.3,1.1,2.0,36.9,24.6,72.7,40.5,9.6,0.4
155,RJ Barrett,/players/b/barrerj01.html,2020,2020,GF,0,198cm,97kg,2000-06-14,0,0,0,0,56,14.3,5.0,2.6,40.2,32.0,61.4,44.5,10.7,-0.5
156,Earl Barron,/players/b/barroea01.html,2006,2015,C,9,213cm,113kg,1981-08-14,0,0,0,0,140,4.6,3.5,0.5,37.1,16.7,70.2,37.3,8.6,-0.6
157,Dana Barros,/players/b/barroda01.html,1990,2004,G,14,180cm,73kg,1967-04-13,1,0,0,0,850,10.5,1.9,3.3,46.0,41.1,85.8,53.6,16.4,49.6
158,Brent Barry,/players/b/barrybr01.html,1996,2009,G,13,198cm,83kg,1971-12-31,0,0,0,0,912,9.3,3.0,3.2,46.0,40.5,82.3,57.0,15.7,70.5
159,Drew Barry,/players/b/barrydr01.html,1998,2000,G,2,196cm,86kg,1973-02-17,0,0,0,0,60,2.2,1.1,1.9,41.7,38.1,77.4,53.4,9.8,0.6
160,Jon Barry,/players/b/barryjo01.html,1993,2006,G,13,193cm,88kg,1969-07-25,0,0,0,0,821,5.7,1.8,2.2,43.4,39.2,84.8,52.4,14.7,37.2
161,Will Barton,/players/b/bartowi01.html,2013,2020,G,7,196cm,82kg,1991-01-06,0,0,0,0,496,11.1,4.2,2.5,43.4,34.7,78.6,49.5,14.6,20.6
162,Eddie Basden,/players/b/basdeed01.html,2006,2006,G,0,196cm,97kg,1983-02-15,0,0,0,0,19,2.1,1.5,0.4,40.5,14.3,80.0,41.9,10.3,0.2
163,Brandon Bass,/players/b/bassbr01.html,2006,2017,F,11,203cm,113kg,1985-04-30,0,0,0,0,758,8.7,4.5,0.8,49.9,20.7,83.2,50.0,15.3,42.8
164,Maceo Baston,/players/b/bastoma01.html,2003,2009,F,6,206cm,97kg,1975-05-29,0,0,0,0,105,2.7,1.7,0.2,61.6,37.5,74.0,62.5,14.4,2.3
165,Mengke Bateer,/players/b/bateeme01.html,2002,2004,C,2,211cm,131kg,1975-11-20,0,0,0,0,46,3.4,2.5,0.6,39.1,33.3,74.4,40.7,6.4,-0.1
166,Billy Ray Bates,/players/b/batesbi01.html,1980,1983,G,3,193cm,95kg,1956-05-31,0,0,0,0,187,11.7,1.7,1.9,47.4,30.3,79.6,48.3,18.1,6.9
167,Keita Bates-Diop,/players/b/bateske01.html,2019,2020,F,1,203cm,103kg,1996-01-23,0,0,0,0,74,5.9,2.8,0.6,42.6,30.3,69.9,48.8,11.3,1.5
168,Esteban Batista,/players/b/batises01.html,2006,2007,FC,1,208cm,122kg,1983-09-02,0,0,0,0,70,1.7,2.5,0.2,43.8,0.0,61.7,43.8,7.9,0.3
169,Mike Batiste,/players/b/batismi01.html,2003,2003,F,0,203cm,102kg,1977-11-21,0,0,0,0,75,6.4,3.4,0.7,42.2,22.2,78.4,44.1,12.2,0.8
170,Tony Battie,/players/b/battito01.html,1998,2012,CF,14,211cm,104kg,1976-02-11,0,0,0,0,837,6.1,5.1,0.6,48.8,16.2,69.0,49.0,12.6,36.4
171,Shane Battier,/players/b/battish01.html,2002,2014,F,12,203cm,99kg,1978-09-09,0,0,2,0,977,8.6,4.2,1.8,43.7,38.4,74.3,52.9,12.6,75.7
172,John Battle,/players/b/battljo01.html,1986,1995,G,9,188cm,79kg,1962-11-09,0,0,0,0,612,8.7,1.3,2.1,46.4,27.3,79.3,47.1,13.7,17.9
173,Kenny Battle,/players/b/battlke01.html,1990,1993,F,3,198cm,95kg,1964-10-10,0,0,0,0,134,4.7,2.4,0.8,50.4,13.3,72.5,50.8,12.5,3.7
174,Dave Batton,/players/b/battoda01.html,1983,1984,C,1,208cm,108kg,1956-03-26,0,0,0,0,58,3.2,2.1,0.6,44.8,0.0,47.1,44.8,10.2,0.7
175,Nicolas Batum,/players/b/batumni01.html,2009,2020,FG,11,206cm,104kg,1988-12-14,0,0,0,0,789,11.6,5.2,3.8,43.4,35.7,84.1,51.8,14.8,54.7
176,Lonny Baxter,/players/b/baxtelo01.html,2003,2006,F,3,203cm,117kg,1979-01-27,0,0,0,0,162,3.9,2.9,0.2,46.6,20.0,65.7,46.7,11.6,2.9
177,Jerryd Bayless,/players/b/bayleje01.html,2009,2019,G,10,190cm,90kg,1988-08-20,0,0,0,0,586,8.4,2.1,2.9,41.1,36.1,81.8,47.1,12.2,18.6
178,Aron Baynes,/players/b/baynear01.html,2013,2020,C,7,208cm,117kg,1986-12-09,0,0,0,0,469,6.0,4.5,0.8,49.5,32.7,80.0,51.4,14.1,19.1
179,Sergei Bazarevich,/players/b/bazarse01.html,1995,1995,G,0,188cm,76kg,1965-03-16,0,0,0,0,10,3.0,0.7,1.4,50.0,16.7,77.8,52.3,13.6,0.2
180,Kent Bazemore,/players/b/bazemke01.html,2013,2020,GF,7,193cm,88kg,1989-07-01,0,0,0,0,551,8.7,3.2,1.8,41.3,35.1,72.6,48.4,11.8,11.6
181,Darius Bazley,/players/b/bazleda01.html,2020,2020,F,0,203cm,94kg,2000-06-12,0,0,0,0,61,5.6,4.0,0.7,39.4,34.8,69.4,47.2,9.6,1.0
182,Bradley Beal,/players/b/bealbr01.html,2013,2020,G,7,190cm,93kg,1993-06-28,2,0,0,0,545,21.0,4.0,4.0,45.2,38.0,80.7,52.0,17.8,41.5
183,Jerome Beasley,/players/b/beaslje01.html,2004,2004,F,0,208cm,107kg,1980-05-17,0,0,0,0,2,1.0,0.5,0.0,33.3,-,-,33.3,5.9,0.0
184,Malik Beasley,/players/b/beaslma01.html,2017,2020,G,3,193cm,84kg,1996-11-26,0,0,0,0,220,8.2,2.0,1.0,44.8,38.8,80.0,54.9,12.9,6.3
185,Michael Beasley,/players/b/beaslmi01.html,2009,2019,F,10,206cm,106kg,1989-01-09,0,0,0,0,609,12.4,4.7,1.3,46.5,34.9,75.9,48.7,15.6,15.6
186,Rodrigue Beaubois,/players/b/beaubro01.html,2010,2013,G,3,183cm,77kg,1988-02-24,0,0,0,0,182,7.1,1.9,2.1,43.9,32.5,81.0,49.6,14.5,4.8
187,Corey Beck,/players/b/beckco01.html,1996,1999,G,3,185cm,86kg,1971-05-27,0,0,0,0,88,2.7,1.4,1.4,45.1,60.0,68.4,45.9,9.1,0.5
188,William Bedford,/players/b/bedfowi01.html,1987,1993,C,6,213cm,102kg,1963-12-14,0,0,0,0,238,4.1,2.4,0.5,41.6,31.8,60.5,41.9,9.7,0.9
189,Marco Belinelli,/players/b/belinma01.html,2008,2020,GF,12,196cm,99kg,1986-03-25,0,0,0,0,860,9.7,2.1,1.7,42.4,37.6,84.6,51.1,12.2,30.5
190,Charlie Bell,/players/b/bellch01.html,2002,2011,G,9,190cm,90kg,1979-03-12,0,0,0,0,376,8.5,2.2,2.3,41.2,36.1,76.9,48.8,11.2,12.5
191,Jordan Bell,/players/b/belljo01.html,2018,2020,F,2,203cm,97kg,1995-01-07,0,0,0,0,154,3.8,3.1,1.3,56.3,22.2,63.8,56.8,15.3,4.9
192,Raja Bell,/players/b/bellra01.html,2001,2012,G,11,196cm,92kg,1976-09-19,0,0,2,0,706,9.9,2.8,1.7,43.4,40.6,79.9,51.4,10.9,32.7
193,Troy Bell,/players/b/belltr01.html,2004,2004,G,0,185cm,81kg,1980-11-10,0,0,0,0,6,1.8,0.7,0.7,22.2,0.0,100.0,22.2,-4.5,-0.2
194,DeAndre' Bembry,/players/b/bembrde01.html,2017,2020,F,3,196cm,95kg,1994-07-04,0,0,0,0,189,6.2,3.4,1.9,44.8,26.9,59.2,48.4,9.9,1.0
195,Dragan Bender,/players/b/bendedr01.html,2017,2020,F,3,213cm,102kg,1997-11-17,0,0,0,0,187,5.4,3.9,1.3,39.9,32.3,65.4,49.7,7.6,0.5
196,Jonathan Bender,/players/b/bendejo01.html,2000,2010,F,10,211cm,91kg,1981-01-30,0,0,0,0,262,5.5,2.2,0.6,41.7,34.0,76.3,45.8,10.9,3.8
197,Jerrelle Benimon,/players/b/benimje01.html,2015,2015,F,0,203cm,111kg,1991-08-01,0,0,0,0,2,0.0,1.5,0.0,-,-,-,-,4.7,0.0
198,Benoit Benjamin,/players/b/benjabe01.html,1986,2000,C,14,213cm,113kg,1964-11-22,0,0,0,0,807,11.4,7.5,1.3,49.7,4.8,72.1,49.7,14.8,32.7
199,Corey Benjamin,/players/b/benjaco01.html,1999,2003,G,4,198cm,90kg,1978-02-24,0,0,0,0,153,5.5,1.7,0.9,39.0,28.9,65.2,42.5,8.9,-0.9
200,Anthony Bennett,/players/b/bennean01.html,2014,2017,F,3,203cm,111kg,1993-03-14,0,0,0,0,151,4.4,3.1,0.5,39.2,26.1,67.0,42.0,10.2,0.5
201,Elmer Bennett,/players/b/benneel01.html,1995,1997,G,2,183cm,77kg,1970-02-13,0,0,0,0,21,2.3,0.5,1.0,34.0,27.3,72.2,37.2,6.2,-0.3
202,Mario Bennett,/players/b/bennema01.html,1996,2000,F,4,198cm,106kg,1973-08-01,0,0,0,0,68,4.0,2.7,0.4,53.4,33.3,51.1,53.6,18.2,1.9
203,Tony Bennett,/players/b/benneto01.html,1993,1995,G,2,183cm,79kg,1969-06-01,0,0,0,0,152,3.5,1.0,2.0,41.2,33.5,73.2,46.4,9.5,1.6
204,Winston Bennett,/players/b/bennewi01.html,1990,1992,F,2,201cm,95kg,1965-02-09,0,0,0,0,136,4.8,3.0,0.9,42.5,0.0,69.4,42.5,8.4,1.7
205,David Benoit,/players/b/benoida01.html,1992,2001,F,9,203cm,99kg,1968-05-09,0,0,0,0,492,7.0,4.0,0.6,43.8,31.9,79.5,47.2,12.0,16.9
206,Keith Benson,/players/b/bensoke02.html,2012,2012,C,0,211cm,108kg,1988-08-13,0,0,0,0,3,0.0,1.0,0.0,0.0,-,-,0.0,6.0,0.0
207,Ben Bentil,/players/b/bentibe01.html,2017,2017,F,0,206cm,106kg,1995-03-29,0,0,0,0,3,0.0,0.7,0.0,0.0,0.0,-,0.0,-17.6,-0.1
208,Ricky Berry,/players/b/berryri01.html,1989,1989,F,0,203cm,92kg,1964-10-06,0,0,0,0,64,11.0,3.1,1.3,45.0,40.6,78.9,50.7,13.1,2.4
209,Walter Berry,/players/b/berrywa01.html,1987,1989,F,2,203cm,97kg,1964-05-14,0,0,0,0,205,14.1,4.7,1.4,53.9,20.0,63.8,54.0,16.6,8.2
210,Dairis Bertāns,/players/b/bertada02.html,2019,2019,G,0,193cm,90kg,1989-09-09,0,0,0,0,12,2.8,0.8,0.8,25.5,29.4,-,36.2,2.0,-0.2
211,Dāvis Bertāns,/players/b/bertada01.html,2017,2020,F,3,208cm,102kg,1992-11-12,0,0,0,0,274,8.0,2.8,1.1,44.1,41.1,84.9,59.4,14.0,12.9
212,Del Beshore,/players/b/beshode01.html,1979,1980,G,1,180cm,74kg,1956-11-29,0,0,0,0,69,3.5,0.9,2.0,35.2,38.5,66.7,37.2,6.4,-0.9
213,Travis Best,/players/b/besttr01.html,1996,2005,G,9,180cm,82kg,1972-07-12,0,0,0,0,708,7.6,1.8,3.5,43.1,34.5,83.5,46.0,13.8,30.9
214,Patrick Beverley,/players/b/beverpa01.html,2013,2020,G,7,185cm,81kg,1988-07-12,0,0,3,0,431,8.9,4.4,3.5,41.4,38.1,76.1,52.0,12.5,28.3
215,Sim Bhullar,/players/b/bhullsi01.html,2015,2015,C,0,226cm,163kg,1992-12-02,0,0,0,0,3,0.7,0.3,0.3,50.0,-,-,50.0,44.3,0.0
216,Mike Bibby,/players/b/bibbymi01.html,1999,2012,G,13,185cm,86kg,1978-05-13,0,0,0,0,1001,14.7,3.1,5.5,43.6,37.9,80.2,49.7,16.1,73.2
217,Andris Biedriņš,/players/b/biedran01.html,2005,2014,C,9,211cm,108kg,1986-04-02,0,0,0,0,516,6.3,7.0,0.9,59.4,0.0,50.0,59.4,15.3,30.7
218,Chauncey Billups,/players/b/billuch01.html,1998,2014,G,16,190cm,91kg,1976-09-25,5,3,2,0,1043,15.2,2.9,5.4,41.5,38.7,89.4,49.5,18.8,120.8
219,Joe Binion,/players/b/biniojo01.html,1987,1987,F,0,203cm,106kg,1961-03-26,0,0,0,0,11,1.3,1.6,0.1,40.0,-,60.0,40.0,12.0,0.1
220,Khem Birch,/players/b/birchkh01.html,2018,2020,CF,2,206cm,105kg,1992-09-28,0,0,0,0,140,4.5,4.2,0.9,55.2,0.0,67.8,55.2,15.2,6.8
221,Jabari Bird,/players/b/birdja01.html,2018,2018,G,0,198cm,89kg,1994-07-03,0,0,0,0,13,3.0,1.5,0.6,57.7,42.9,46.2,63.5,12.1,0.2
222,Larry Bird,/players/b/birdla01.html,1980,1992,F,12,206cm,99kg,1956-12-07,12,10,3,Hall of Fame,897,24.3,10.0,6.3,49.6,37.6,88.6,51.4,23.5,145.8
223,Goga Bitadze,/players/b/bitadgo01.html,2020,2020,C,0,211cm,113kg,1999-07-20,0,0,0,0,54,3.2,2.0,0.4,46.7,19.0,72.7,49.3,12.1,0.7
224,Bismack Biyombo,/players/b/biyombi01.html,2012,2020,CF,8,203cm,115kg,1992-08-28,0,0,0,0,636,5.1,6.2,0.5,52.0,0.0,57.5,52.0,13.1,25.3
225,Nemanja Bjelica,/players/b/bjeline01.html,2016,2020,F,4,208cm,106kg,1988-05-09,0,0,0,0,341,8.0,4.8,1.8,46.6,39.3,77.2,56.1,13.6,16.0
226,Uwe Blab,/players/b/blabuw01.html,1986,1990,C,4,216cm,114kg,1962-03-26,0,0,0,0,235,2.1,1.8,0.4,43.3,-,60.8,43.3,6.6,0.4
227,Norman Black,/players/b/blackno01.html,1981,1981,G,0,196cm,83kg,1957-11-12,0,0,0,0,3,2.7,0.7,0.7,30.0,-,25.0,30.0,1.9,-0.1
228,Tarik Black,/players/b/blackta01.html,2015,2018,CF,3,206cm,113kg,1991-11-22,0,0,0,0,220,4.9,4.7,0.5,55.0,14.3,58.2,55.1,14.4,7.7
229,Rolando Blackman,/players/b/blackro01.html,1982,1994,G,12,198cm,86kg,1959-02-26,4,0,0,0,980,18.0,3.3,3.0,49.3,34.3,84.0,50.1,16.7,75.6
230,Alex Blackwell,/players/b/blackal01.html,1993,1993,F,0,198cm,113kg,1970-06-27,0,0,0,0,27,1.3,0.9,0.3,33.3,0.0,75.0,33.3,8.2,0.0
231,Cory Blackwell,/players/b/blackco01.html,1985,1985,F,0,198cm,95kg,1963-03-27,0,0,0,0,60,3.4,1.6,0.4,36.7,0.0,50.9,36.7,6.4,-0.9
232,James Blackwell,/players/b/blackja01.html,1995,1995,G,0,183cm,86kg,1968-02-25,0,0,0,0,13,1.4,0.8,0.8,61.5,-,66.7,61.5,11.6,0.2
233,Nate Blackwell,/players/b/blackna01.html,1988,1988,G,0,193cm,77kg,1965-02-15,0,0,0,0,10,3.7,0.6,1.8,36.6,18.2,83.3,39.0,6.1,-0.1
234,DeJuan Blair,/players/b/blairde01.html,2010,2016,FC,6,201cm,122kg,1989-04-22,0,0,0,0,424,6.8,5.1,0.8,52.4,0.0,60.8,52.4,16.5,19.0
235,Steve Blake,/players/b/blakest01.html,2004,2016,G,12,190cm,78kg,1980-02-26,0,0,0,0,870,6.5,2.1,4.0,40.1,38.3,77.9,50.1,11.1,29.1
236,Antonio Blakeney,/players/b/blakean01.html,2018,2019,G,1,193cm,87kg,1996-10-04,0,0,0,0,76,7.5,1.8,0.8,40.6,35.7,69.6,45.4,10.5,-0.6
237,Will Blalock,/players/b/blalowi01.html,2007,2007,G,0,183cm,92kg,1983-09-08,0,0,0,0,14,1.8,1.1,1.2,30.0,20.0,100.0,31.7,4.5,-0.1
238,Lance Blanks,/players/b/blankla01.html,1991,1993,G,2,193cm,86kg,1966-09-09,0,0,0,0,142,2.0,0.8,0.8,43.6,25.3,66.7,47.2,8.8,0.7
239,Ricky Blanton,/players/b/blantri01.html,1993,1993,F,0,201cm,97kg,1966-04-21,0,0,0,0,2,3.0,1.5,0.5,42.9,-,-,42.9,19.3,0.0
240,Andray Blatche,/players/b/blatcan01.html,2006,2014,F,8,211cm,106kg,1986-08-22,0,0,0,0,564,10.1,5.4,1.4,46.7,23.7,72.5,47.2,16.8,19.2
241,Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,G,12,183cm,81kg,1967-03-20,1,0,6,0,889,13.5,4.1,6.7,40.9,33.6,73.6,46.5,16.8,71.8
242,Eric Bledsoe,/players/b/bledser01.html,2011,2020,G,9,185cm,97kg,1989-12-09,0,0,2,0,631,14.2,4.0,4.8,45.7,33.6,79.3,50.6,18.0,42.4
243,Jaron Blossomgame,/players/b/blossja01.html,2019,2019,F,0,203cm,99kg,1993-09-16,0,0,0,0,27,4.2,3.6,0.5,44.3,25.6,76.9,49.1,10.2,0.3
244,Corie Blount,/players/b/blounco01.html,1994,2004,F,10,206cm,108kg,1969-01-04,0,0,0,0,644,3.6,4.2,0.7,47.1,11.5,58.7,47.1,11.1,18.2
245,Mark Blount,/players/b/blounma01.html,2001,2009,C,8,213cm,104kg,1975-11-30,0,0,0,0,605,8.2,4.6,0.8,50.4,35.9,72.3,50.8,12.5,18.8
246,Vander Blue,/players/b/blueva01.html,2014,2018,G,4,193cm,90kg,1992-07-17,0,0,0,0,10,3.0,1.3,1.2,30.8,15.4,33.3,33.3,1.7,-0.4
247,Ray Blume,/players/b/blumera01.html,1982,1982,G,0,193cm,83kg,1958-09-23,0,0,0,0,49,4.6,0.8,1.4,45.9,22.2,64.3,46.8,9.7,-0.1
248,Tony Bobbitt,/players/b/bobbito01.html,2005,2005,G,0,193cm,86kg,1979-10-22,0,0,0,0,2,2.5,1.5,0.0,40.0,50.0,-,50.0,11.7,0.0
249,Keith Bogans,/players/b/boganke01.html,2004,2014,GF,10,196cm,97kg,1980-05-12,0,0,0,0,671,6.3,2.7,1.3,39.4,35.3,71.6,48.9,9.6,20.4
250,Bogdan Bogdanović,/players/b/bogdabo01.html,2018,2020,G,2,198cm,99kg,1992-08-18,0,0,0,0,209,13.5,3.2,3.5,43.4,37.4,80.6,52.3,14.2,8.7
251,Bojan Bogdanović,/players/b/bogdabo02.html,2015,2020,GF,5,203cm,102kg,1989-04-18,0,0,0,0,462,14.2,3.5,1.5,46.0,39.4,85.8,54.7,13.7,22.5
252,Muggsy Bogues,/players/b/boguemu01.html,1988,2001,G,13,160cm,61kg,1965-01-09,0,0,0,0,889,7.7,2.6,7.6,45.8,27.8,82.7,46.7,15.0,54.0
253,Andrew Bogut,/players/b/bogutan01.html,2006,2019,C,13,213cm,117kg,1984-11-28,0,0,0,0,706,9.6,8.7,2.2,53.5,12.0,55.7,53.5,16.4,50.6
254,Etdrick Bohannon,/players/b/bohanet01.html,1998,2001,F,3,206cm,99kg,1973-05-29,0,0,0,0,26,1.4,1.7,0.2,42.9,-,67.9,42.9,10.2,0.1
255,Bol Bol,/players/b/bolbo01.html,2020,2020,FC,0,218cm,99kg,1999-11-16,0,0,0,0,7,5.7,2.7,0.9,50.0,44.4,80.0,57.1,14.4,0.1
256,Manute Bol,/players/b/bolma01.html,1986,1995,C,9,231cm,90kg,1962-10-16,0,0,0,0,624,2.6,4.2,0.3,40.7,21.0,56.1,42.0,9.4,12.3
257,Jonah Bolden,/players/b/boldejo01.html,2019,2020,F,1,203cm,99kg,1996-01-02,0,0,0,0,51,4.3,3.4,0.8,48.6,34.0,48.4,58.4,12.2,1.4
258,Marques Bolden,/players/b/boldema01.html,2020,2020,C,0,211cm,111kg,1998-04-17,0,0,0,0,1,0.0,2.0,0.0,-,-,-,-,19.8,0.0
259,Joel Bolomboy,/players/b/bolomjo01.html,2017,2018,F,1,206cm,106kg,1994-01-28,0,0,0,0,18,1.7,1.5,0.1,54.5,20.0,50.0,56.8,16.4,0.3
260,Walter Bond,/players/b/bondwa01.html,1993,1995,G,2,196cm,90kg,1969-02-01,0,0,0,0,153,5.7,1.9,1.2,40.9,29.9,76.7,43.4,9.2,0.7
261,Jordan Bone,/players/b/bonejo01.html,2020,2020,G,0,190cm,81kg,1997-11-05,0,0,0,0,10,1.2,0.4,0.8,25.0,20.0,-,30.0,0.8,-0.1
262,Dexter Boney,/players/b/boneyde01.html,1997,1997,G,0,193cm,83kg,1970-04-27,0,0,0,0,8,2.4,0.8,0.0,31.6,16.7,75.0,34.2,10.2,0.0
263,Isaac Bonga,/players/b/bongais01.html,2019,2020,G,1,203cm,81kg,1999-11-08,0,0,0,0,88,4.0,2.8,1.0,46.1,31.6,78.0,50.7,9.8,1.6
264,Anthony Bonner,/players/b/bonnean01.html,1991,1996,F,5,203cm,97kg,1968-06-08,0,0,0,0,318,6.9,5.4,1.4,46.8,12.5,59.0,46.9,11.5,10.8
265,Matt Bonner,/players/b/bonnema01.html,2005,2016,F,11,208cm,106kg,1980-04-05,0,0,0,0,792,5.8,3.0,0.7,46.4,41.4,78.0,57.0,13.6,38.5
266,Devin Booker,/players/b/bookede01.html,2016,2020,G,4,196cm,93kg,1996-10-30,1,0,0,0,342,22.5,3.6,4.7,44.8,35.4,87.1,50.5,17.1,17.3
267,Melvin Booker,/players/b/bookeme01.html,1996,1997,G,1,185cm,83kg,1972-08-20,0,0,0,0,32,5.2,1.2,2.3,40.0,26.8,87.1,44.8,8.2,-0.1
268,Trevor Booker,/players/b/booketr01.html,2011,2018,F,7,203cm,103kg,1987-11-25,0,0,0,0,532,6.9,5.5,1.1,51.5,30.5,63.6,52.8,15.0,26.2
269,Josh Boone,/players/b/boonejo01.html,2007,2010,FC,3,208cm,107kg,1984-11-21,0,0,0,0,256,5.2,4.9,0.5,54.4,-,44.5,54.4,14.2,9.1
270,Calvin Booth,/players/b/boothca01.html,2000,2009,C,9,211cm,104kg,1976-05-07,0,0,0,0,366,3.3,2.8,0.4,45.1,22.2,74.8,45.2,12.4,8.0
271,Keith Booth,/players/b/boothke01.html,1998,1999,F,1,198cm,102kg,1974-10-09,0,0,0,0,45,2.9,2.2,0.9,32.5,9.1,56.3,32.8,7.3,-0.8
272,Carlos Boozer,/players/b/boozeca01.html,2003,2015,FC,12,206cm,117kg,1981-11-20,2,0,0,0,861,16.2,9.5,2.2,52.1,7.1,72.2,52.1,19.5,80.3
273,Curtis Borchardt,/players/b/borchcu01.html,2004,2005,C,1,213cm,108kg,1980-09-13,0,0,0,0,83,3.1,3.3,0.8,42.1,0.0,74.2,42.1,9.0,1.0
274,Lazaro Borrell,/players/b/borrela01.html,2000,2000,F,0,203cm,99kg,1972-09-20,0,0,0,0,17,3.6,2.4,0.6,44.4,0.0,54.5,44.4,15.0,0.3
275,Chris Bosh,/players/b/boshch01.html,2004,2016,FC,12,211cm,106kg,1984-03-24,11,0,0,0,893,19.2,8.5,2.0,49.4,33.5,79.9,50.6,20.6,106.0
276,Lawrence Boston,/players/b/bostola01.html,1980,1980,F,0,203cm,102kg,1956-05-18,0,0,0,0,13,4.3,3.0,0.2,46.2,-,61.5,46.2,12.6,0.2
277,Chris Boucher,/players/b/bouchch01.html,2018,2020,F,2,206cm,90kg,1993-01-11,0,0,0,0,91,5.5,3.7,0.3,46.5,32.1,79.4,53.2,20.9,4.5
278,Ruben Boumtje-Boumtje,/players/b/boumtru01.html,2002,2004,C,2,213cm,116kg,1978-05-20,0,0,0,0,44,1.0,1.3,0.1,36.8,-,55.6,36.8,6.4,0.2
279,Cal Bowdler,/players/b/bowdlca01.html,2000,2002,F,2,208cm,111kg,1977-03-31,0,0,0,0,142,3.0,1.9,0.2,40.4,18.2,76.8,40.7,11.3,1.8
280,Brian Bowen,/players/b/bowenbr02.html,2020,2020,F,0,198cm,86kg,1998-10-02,0,0,0,0,6,1.0,1.2,0.0,30.0,0.0,-,30.0,0.1,-0.1
281,Bruce Bowen,/players/b/bowenbr01.html,1997,2009,F,12,201cm,83kg,1971-06-14,0,0,8,0,873,6.1,2.8,1.2,40.9,39.3,57.5,49.4,8.2,42.9
282,Ryan Bowen,/players/b/bowenry01.html,2000,2010,F,10,201cm,97kg,1975-11-20,0,0,0,0,507,2.6,2.1,0.5,45.6,20.6,69.3,46.2,10.5,12.4
283,Anthony Bowie,/players/b/bowiean01.html,1989,1998,GF,9,198cm,86kg,1963-11-09,0,0,0,0,461,6.4,2.2,1.8,47.5,31.8,82.4,48.7,11.7,12.3
284,Sam Bowie,/players/b/bowiesa01.html,1985,1995,CF,10,216cm,106kg,1961-03-17,0,0,0,0,511,10.9,7.5,2.1,45.2,30.2,74.8,45.6,14.6,26.9
285,Ira Bowman,/players/b/bowmair01.html,2000,2002,G,2,196cm,88kg,1973-06-11,0,0,0,0,17,0.9,0.3,0.5,63.6,0.0,50.0,63.6,13.4,0.2
286,Ky Bowman,/players/b/bowmaky01.html,2020,2020,G,0,185cm,84kg,1997-06-16,0,0,0,0,45,7.4,2.7,2.9,41.7,30.8,82.9,46.9,9.1,-0.1
287,Donnie Boyce,/players/b/boycedo01.html,1996,1997,G,1,196cm,88kg,1973-09-02,0,0,0,0,30,2.6,0.8,0.5,34.9,25.0,50.0,38.4,9.3,-0.3
288,Dennis Boyd,/players/b/boydde01.html,1979,1979,G,0,185cm,79kg,1954-05-21,0,0,0,0,5,1.2,0.4,1.4,25.0,-,-4.0,-0.2,,
289,Earl Boykins,/players/b/boykiea01.html,1999,2012,G,13,165cm,61kg,1976-06-02,0,0,0,0,652,8.9,1.3,3.2,41.7,34.8,87.6,45.5,15.7,26.0
290,Winford Boynes,/players/b/boynewi01.html,1979,1981,GF,2,198cm,83kg,1957-05-17,0,0,0,0,177,8.4,2.1,1.2,43.5,0.0,78.3,43.5,10.8,0.9
291,Cedric Bozeman,/players/b/bozemce01.html,2007,2007,G,0,198cm,93kg,1983-03-07,0,0,0,0,23,1.1,1.0,0.4,28.2,15.4,33.3,30.8,-0.1,-0.3
